Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
440	4.5000	0.9579	0.9611
441	4.5000	0.9579	0.9611
442	4.5000	0.9579	0.9611
443	4.5000	0.9579	0.9611
444	4.5000	0.9579	0.9611
445	4.5000	0.9579	0.9611
446	4.5000	0.9579	0.9611
447	4.5000	0.9579	0.9611
448	4.5000	0.9579	0.9611
449	3.5000	0.7450	0.7475
450	4.5000	0.9579	0.9611
451	4.5000	0.9579	0.9611
452	4.5000	0.9579	0.9611
453	4.5000	0.9579	0.9611
454	4.5000	0.9579	0.9611
455	3.5000	0.7450	0.7475
456	4.5000	0.9579	0.9611
457	3.5000	0.7450	0.7475
458	4.5000	0.9579	0.9611
459	4.5000	0.9579	0.9611
460	4.5000	0.9579	0.9611
461	4.5000	0.9579	0.9611
462	4.5000	0.9579	0.9611
463	4.5000	0.9579	0.9611
464	4.5000	0.9579	0.9611
465	3.5000	0.7450	0.7475
466	4.5000	0.9579	0.9611
467	4.5000	0.9579	0.9611
468	4.5000	0.9579	0.9611
469	3.5000	0.7450	0.7475
470	4.5000	0.9579	0.9611
471	4.5000	0.9579	0.9611
472	3.5000	0.7450	0.7475
473	4.5000	0.9579	0.9611
474	4.5000	0.9579	0.9611
475	4.5000	0.9579	0.9611
476	4.5000	0.9579	0.9611
477	3.5000	0.7450	0.7475
478	2.5000	0.5321	0.5340
479	4.5000	0.9579	0.9611
480	4.5000	0.9579	0.9611
481	4.5000	0.9579	0.9611
482	4.5000	0.9579	0.9611
483	4.5000	0.9579	0.9611
484	4.5000	0.9579	0.9611
485	4.5000	0.9579	0.9611
486	4.5000	0.9579	0.9611
487	4.5000	0.9579	0.9611
488	4.5000	0.9579	0.9611
489	4.5000	0.9579	0.9611
490	4.5000	0.9579	0.9611
491	4.5000	0.9579	0.9611
492	3.5000	0.7450	0.7475
493	4.5000	0.9579	0.9611
494	4.5000	0.9579	0.9611
495	3.5000	0.7450	0.7475
496	4.5000	0.9579	0.9611
497	4.5000	0.9579	0.9611
498	4.5000	0.9579	0.9611
499	3.5000	0.7450	0.7475
500	4.5000	0.9579	0.9611
501	4.5000	0.9579	0.9611
502	4.5000	0.9579	0.9611
503	4.5000	0.9579	0.9611
504	4.5000	0.9579	0.9611
505	3.5000	0.7450	0.7475
506	4.5000	0.9579	0.9611
507	4.5000	0.9579	0.9611
508	4.5000	0.9579	0.9611
509	4.5000	0.9579	0.9611
510	3.5000	0.7450	0.7475
511	1.5000	0.3193	0.3204
512	4.5000	0.9579	0.9611
513	4.5000	0.9579	0.9611
514	4.5000	0.9579	0.9611
515	4.5000	0.9579	0.9611
516	4.5000	0.9579	0.9611
517	4.5000	0.9579	0.9611
518	4.5000	0.9579	0.9611
519	4.5000	0.9579	0.9611
520	4.5000	0.9579	0.9611
521	4.5000	0.9579	0.9611
522	4.5000	0.9579	0.9611
523	4.5000	0.9579	0.9611
524	4.5000	0.9579	0.9611
525	4.5000	0.9579	0.9611
526	4.5000	0.9579	0.9611
527	4.5000	0.9579	0.9611
528	4.5000	0.9579	0.9611
529	4.5000	0.9579	0.9611
530	4.5000	0.9579	0.9611
531	4.5000	0.9579	0.9611
532	3.5000	0.7450	0.7475
533	4.5000	0.9579	0.9611
534	3.5000	0.7450	0.7475
535	4.5000	0.9579	0.9611
536	4.5000	0.9579	0.9611
537	4.5000	0.9579	0.9611
538	4.5000	0.9579	0.9611
539	4.5000	0.9579	0.9611
540	4.5000	0.9579	0.9611
541	4.5000	0.9579	0.9611
542	4.5000	0.9579	0.9611
543	3.5000	0.7450	0.7475
544	4.5000	0.9579	0.9611
545	4.5000	0.9579	0.9611
546	4.5000	0.9579	0.9611
547	4.5000	0.9579	0.9611
548	4.5000	0.9579	0.9611
549	4.5000	0.9579	0.9611
550	4.5000	0.9579	0.9611
551	4.5000	0.9579	0.9611
552	4.5000	0.9579	0.9611
553	4.5000	0.9579	0.9611
554	3.5000	0.7450	0.7475
555	4.5000	0.9579	0.9611
556	3.5000	0.7450	0.7475
557	4.5000	0.9579	0.9611
558	4.5000	0.9579	0.9611
559	4.5000	0.9579	0.9611
560	4.5000	0.9579	0.9611
561	4.5000	0.9579	0.9611
562	3.5000	0.7450	0.7475
563	4.5000	0.9579	0.9611
564	4.5000	0.9579	0.9611
565	3.5000	0.7450	0.7475
566	4.5000	0.9579	0.9611
567	4.5000	0.9579	0.9611
568	4.5000	0.9579	0.9611
569	2.5000	0.5321	0.5340
570	3.5000	0.7450	0.7475
571	4.5000	0.9579	0.9611
572	4.5000	0.9579	0.9611
573	4.5000	0.9579	0.9611
574	4.5000	0.9579	0.9611
575	4.5000	0.9579	0.9611
576	4.5000	0.9579	0.9611
577	4.5000	0.9579	0.9611
578	3.5000	0.7450	0.7475
579	4.5000	0.9579	0.9611
580	3.5000	0.7450	0.7475
581	3.5000	0.7450	0.7475
582	4.5000	0.9579	0.9611
583	4.5000	0.9579	0.9611
584	4.5000	0.9579	0.9611
585	3.5000	0.7450	0.7475
586	4.5000	0.9579	0.9611
587	4.5000	0.9579	0.9611
588	4.5000	0.9579	0.9611
589	4.5000	0.9579	0.9611
590	4.5000	0.9579	0.9611
591	4.5000	0.9579	0.9611
592	4.5000	0.9579	0.9611
593	4.5000	0.9579	0.9611
594	4.5000	0.9579	0.9611
595	4.5000	0.9579	0.9611
596	4.5000	0.9579	0.9611
597	4.5000	0.9579	0.9611
598	4.5000	0.9579	0.9611
599	4.5000	0.9579	0.9611
600	3.5000	0.7450	0.7475
601	4.5000	0.9579	0.9611
602	4.5000	0.9579	0.9611
603	4.5000	0.9579	0.9611
604	4.5000	0.9579	0.9611
605	4.5000	0.9579	0.9611
606	4.5000	0.9579	0.9611
607	4.5000	0.9579	0.9611
608	4.5000	0.9579	0.9611
609	4.5000	0.9579	0.9611
610	4.5000	0.9579	0.9611
611	3.5000	0.7450	0.7475
612	4.5000	0.9579	0.9611
613	4.5000	0.9579	0.9611
614	4.5000	0.9579	0.9611
615	4.5000	0.9579	0.9611
616	4.5000	0.9579	0.9611
617	3.5000	0.7450	0.7475
618	4.5000	0.9579	0.9611
619	4.5000	0.9579	0.9611
620	1.5000	0.3193	0.3204
621	4.5000	0.9579	0.9611
622	4.5000	0.9579	0.9611
623	3.5000	0.7450	0.7475
624	4.5000	0.9579	0.9611
625	4.5000	0.9579	0.9611
626	4.5000	0.9579	0.9611
627	4.5000	0.9579	0.9611
628	4.5000	0.9579	0.9611
629	4.5000	0.9579	0.9611
630	4.5000	0.9579	0.9611
631	4.5000	0.9579	0.9611
632	4.5000	0.9579	0.9611
633	4.5000	0.9579	0.9611
634	3.5000	0.7450	0.7475
635	3.5000	0.7450	0.7475
636	4.5000	0.9579	0.9611
637	3.5000	0.7450	0.7475
638	4.5000	0.9579	0.9611
639	4.5000	0.9579	0.9611
640	4.5000	0.9579	0.9611
641	4.5000	0.9579	0.9611
642	4.5000	0.9579	0.9611
643	4.5000	0.9579	0.9611
644	4.5000	0.9579	0.9611
645	4.5000	0.9579	0.9611
646	4.5000	0.9579	0.9611
647	4.5000	0.9579	0.9611
648	4.5000	0.9579	0.9611
649	4.5000	0.9579	0.9611
650	4.5000	0.9579	0.9611
651	4.5000	0.9579	0.9611
652	4.5000	0.9579	0.9611
653	4.5000	0.9579	0.9611
654	3.5000	0.7450	0.7475
655	4.5000	0.9579	0.9611
656	4.5000	0.9579	0.9611
657	4.5000	0.9579	0.9611
658	4.5000	0.9579	0.9611
659	4.5000	0.9579	0.9611
660	4.5000	0.9579	0.9611
661	4.5000	0.9579	0.9611
662	4.5000	0.9579	0.9611
663	3.5000	0.7450	0.7475
664	4.5000	0.9579	0.9611
665	4.5000	0.9579	0.9611
666	4.5000	0.9579	0.9611
667	4.5000	0.9579	0.9611
668	4.5000	0.9579	0.9611
669	4.5000	0.9579	0.9611
670	4.5000	0.9579	0.9611
671	4.5000	0.9579	0.9611
672	4.5000	0.9579	0.9611
673	4.5000	0.9579	0.9611
674	4.5000	0.9579	0.9611
675	4.5000	0.9579	0.9611
676	4.5000	0.9579	0.9611
677	4.5000	0.9579	0.9611
678	3.5000	0.7450	0.7475
679	4.5000	0.9579	0.9611
680	4.5000	0.9579	0.9611
681	4.5000	0.9579	0.9611
682	4.5000	0.9579	0.9611
683	4.5000	0.9579	0.9611
684	4.5000	0.9579	0.9611
685	4.5000	0.9579	0.9611
686	4.5000	0.9579	0.9611
687	4.5000	0.9579	0.9611
688	4.5000	0.9579	0.9611
689	4.5000	0.9579	0.9611
690	4.5000	0.9579	0.9611
691	4.5000	0.9579	0.9611
692	4.5000	0.9579	0.9611
693	4.5000	0.9579	0.9611
694	4.5000	0.9579	0.9611
695	4.5000	0.9579	0.9611
696	4.5000	0.9579	0.9611
697	4.5000	0.9579	0.9611
698	4.5000	0.9579	0.9611
699	4.5000	0.9579	0.9611
700	4.5000	0.9579	0.9611
701	4.5000	0.9579	0.9611
702	4.5000	0.9579	0.9611
703	4.5000	0.9579	0.9611
704	4.5000	0.9579	0.9611
705	4.5000	0.9579	0.9611
706	4.5000	0.9579	0.9611
707	4.5000	0.9579	0.9611
708	4.5000	0.9579	0.9611
709	4.5000	0.9579	0.9611
710	4.5000	0.9579	0.9611
711	4.5000	0.9579	0.9611
712	4.5000	0.9579	0.9611
713	2.5000	0.5321	0.5340
714	4.5000	0.9579	0.9611
715	4.5000	0.9579	0.9611
716	4.5000	0.9579	0.9611
717	4.5000	0.9579	0.9611
718	4.5000	0.9579	0.9611
719	4.5000	0.9579	0.9611
720	4.5000	0.9579	0.9611
721	4.5000	0.9579	0.9611
722	4.5000	0.9579	0.9611
723	3.5000	0.7450	0.7475
724	4.5000	0.9579	0.9611
725	4.5000	0.9579	0.9611
726	4.5000	0.9579	0.9611
727	4.5000	0.9579	0.9611
728	4.5000	0.9579	0.9611
729	4.5000	0.9579	0.9611
730	4.5000	0.9579	0.9611
731	4.5000	0.9579	0.9611
732	4.5000	0.9579	0.9611
733	2.5000	0.5321	0.5340
734	4.5000	0.9579	0.9611
735	4.5000	0.9579	0.9611
736	4.5000	0.9579	0.9611
737	4.5000	0.9579	0.9611
738	3.5000	0.7450	0.7475
739	4.5000	0.9579	0.9611
740	4.5000	0.9579	0.9611
741	4.5000	0.9579	0.9611
742	4.5000	0.9579	0.9611
743	3.5000	0.7450	0.7475
744	4.5000	0.9579	0.9611
745	4.5000	0.9579	0.9611
746	4.5000	0.9579	0.9611
747	3.5000	0.7450	0.7475
748	4.5000	0.9579	0.9611
749	3.5000	0.7450	0.7475
750	4.5000	0.9579	0.9611
751	4.5000	0.9579	0.9611
752	4.5000	0.9579	0.9611
753	4.5000	0.9579	0.9611
754	4.5000	0.9579	0.9611
755	3.5000	0.7450	0.7475
756	4.5000	0.9579	0.9611
757	3.5000	0.7450	0.7475
758	4.5000	0.9579	0.9611
759	2.5000	0.5321	0.5340
760	4.5000	0.9579	0.9611
761	4.5000	0.9579	0.9611
762	4.5000	0.9579	0.9611
763	4.5000	0.9579	0.9611
764	4.5000	0.9579	0.9611
765	4.5000	0.9579	0.9611
766	3.5000	0.7450	0.7475
767	4.5000	0.9579	0.9611
768	4.5000	0.9579	0.9611
769	4.5000	0.9579	0.9611
770	4.5000	0.9579	0.9611
771	2.5000	0.5321	0.5340
772	4.5000	0.9579	0.9611
773	4.5000	0.9579	0.9611
774	4.5000	0.9579	0.9611
775	3.5000	0.7450	0.7475
776	4.5000	0.9579	0.9611
777	4.5000	0.9579	0.9611
778	3.5000	0.7450	0.7475
779	4.5000	0.9579	0.9611
780	4.5000	0.9579	0.9611
781	3.5000	0.7450	0.7475
782	4.5000	0.9579	0.9611
783	3.5000	0.7450	0.7475
784	3.5000	0.7450	0.7475
785	4.5000	0.9579	0.9611
786	4.5000	0.9579	0.9611
787	4.5000	0.9579	0.9611
788	4.5000	0.9579	0.9611
789	4.5000	0.9579	0.9611
790	3.5000	0.7450	0.7475
791	4.5000	0.9579	0.9611
792	4.5000	0.9579	0.9611
793	4.5000	0.9579	0.9611
794	4.5000	0.9579	0.9611
795	4.5000	0.9579	0.9611
796	4.5000	0.9579	0.9611
797	3.5000	0.7450	0.7475
798	4.5000	0.9579	0.9611
799	4.5000	0.9579	0.9611
800	3.5000	0.7450	0.7475
801	4.5000	0.9579	0.9611
802	4.5000	0.9579	0.9611
803	4.5000	0.9579	0.9611
804	3.5000	0.7450	0.7475
805	4.5000	0.9579	0.9611
806	4.5000	0.9579	0.9611
807	4.5000	0.9579	0.9611
808	3.5000	0.7450	0.7475
809	4.5000	0.9579	0.9611
810	4.5000	0.9579	0.9611
811	3.5000	0.7450	0.7475
812	4.5000	0.9579	0.9611
813	4.5000	0.9579	0.9611
814	4.5000	0.9579	0.9611
815	4.5000	0.9579	0.9611
816	3.5000	0.7450	0.7475
817	4.5000	0.9579	0.9611
818	4.5000	0.9579	0.9611
