Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
776	12.0000	1.1223	1.0953
777	14.0000	1.3094	1.2778
778	8.0000	0.7482	0.7302
779	10.0000	0.9353	0.9127
780	12.0000	1.1223	1.0953
781	12.0000	1.1223	1.0953
782	12.0000	1.1223	1.0953
783	10.0000	0.9353	0.9127
784	12.0000	1.1223	1.0953
785	12.0000	1.1223	1.0953
786	10.0000	0.9353	0.9127
787	10.0000	0.9353	0.9127
788	13.0000	1.2159	1.1866
789	10.0000	0.9353	0.9127
790	10.0000	0.9353	0.9127
791	11.0000	1.0288	1.0040
792	12.0000	1.1223	1.0953
793	10.0000	0.9353	0.9127
794	12.0000	1.1223	1.0953
795	13.0000	1.2159	1.1866
796	13.0000	1.2159	1.1866
797	12.0000	1.1223	1.0953
798	14.0000	1.3094	1.2778
799	11.0000	1.0288	1.0040
800	14.0000	1.3094	1.2778
801	11.0000	1.0288	1.0040
802	14.0000	1.3094	1.2778
803	10.0000	0.9353	0.9127
804	10.0000	0.9353	0.9127
805	14.0000	1.3094	1.2778
806	12.0000	1.1223	1.0953
807	11.0000	1.0288	1.0040
808	13.0000	1.2159	1.1866
809	11.0000	1.0288	1.0040
810	12.0000	1.1223	1.0953
811	9.0000	0.8418	0.8215
812	11.0000	1.0288	1.0040
813	8.0000	0.7482	0.7302
